0	2.77437
1	6.63316
2	6.71026
3	6.73367
4	6.75057
5	6.89501
6	6.96417
7	7.08558
8	7.28371
9	7.35903
10	7.47027
11	7.54361
12	7.71017
13	7.67786
14	7.66564
15	7.52878
16	7.56288
17	7.59499
18	7.58348
19	7.62742
20	7.74335
21	7.73935
22	7.74846
23	7.72516
24	7.86001
25	7.9756
26	8.1305
27	8.30344
28	8.47653
29	8.62991
30	8.80438
31	8.79392
32	8.91996
33	8.93522
34	8.79318
35	8.77833
36	8.82357
37	8.79775
38	8.85117
39	8.91901
40	8.93766
41	8.9712
42	9.18585
43	9.26562
44	9.27428
45	9.46735
46	9.57696
47	9.77764
48	10.014
49	10.1946
50	10.3442
51	10.3503
52	10.4051
53	10.2748
54	10.2794
55	10.219
56	10.2167
57	10.2953
58	10.3003
59	10.4423
60	10.5055
61	10.5331
62	10.7306
63	10.8685
64	11.0341
65	11.3041
66	11.6143
67	11.8382
68	12.034
69	12.2724
70	12.2824
71	12.2737
72	12.2216
73	12.1815
74	12.0764
75	12.0233
76	12.1259
77	12.281
78	12.319
79	12.4768
80	12.5835
81	12.7745
82	12.8489
83	13.0406
84	13.3595
85	13.5844
86	13.8167
87	14.1137
88	14.3676
89	14.3133
90	14.3506
91	14.3808
92	14.3291
93	14.1763
94	14.3387
95	14.4665
96	14.5724
97	14.6752
98	14.7803
99	14.9809
100	15.17
101	15.3915
102	15.6822
103	15.9993
104	16.2809
105	16.6847
106	16.9593
107	17.2058
108	17.3574
109	17.1478
110	17.1324
111	17.0147
112	17.0044
113	16.9981
114	16.9927
115	17.114
116	17.2666
117	17.4639
118	17.5661
119	17.7877
120	18.0484
121	18.3423
122	18.6446
123	19.0357
124	19.4942
125	19.8943
126	20.1118
127	20.2152
128	20.1584
129	20.066
130	20.0122
131	19.9262
132	19.9711
133	20.1439
134	20.3025
135	20.3647
136	20.5528
137	20.8176
138	21.0079
139	21.2658
140	21.5698
141	21.9176
142	22.466
143	22.8211
144	23.1824
145	23.3516
146	23.4729
147	23.4911
148	23.397
149	23.3408
150	23.3086
151	23.3005
152	23.404
153	23.6504
154	23.733
155	23.8781
156	24.1024
157	24.3123
158	24.4218
159	24.7648
160	25.151
161	25.4279
162	25.6644
163	25.922
164	26.0745
165	25.9385
166	25.8672
167	25.626
168	25.6906
169	25.8957
170	26.1353
171	26.5721
172	27.141
173	28.0037
174	28.5697
175	29.3256
176	29.9713
177	30.676
178	31.1874
179	31.489
180	31.7022
181	31.846
182	31.5997
183	31.0087
184	30.2591
185	29.1359
186	27.8433
187	26.7876
188	25.8775
189	25.2843
190	25.1013
191	25.0416
192	24.7097
193	24.4103
194	23.9397
195	23.623
196	23.6087
197	24.5706
198	26.751
199	29.6167
200	33.0068
201	36.0665
202	37.4867
203	36.7079
204	34.695
205	32.6534
206	31.6423
207	32.814
208	35.9241
209	37.9277
210	35.6762
211	30.5664
212	26.0678
213	22.9213
214	22.2526
215	22.5579
216	22.7747
217	20.3866
218	17.6388
219	16.9469
220	16.9797
221	17.1175
222	17.2351
223	17.26
224	17.1651
225	17.1243
226	17.1675
227	17.182
228	17.216
229	17.4288
230	17.6775
231	17.8684
232	17.9792
233	18.3411
234	18.698
235	19.0103
236	19.4613
237	19.941
238	20.5023
239	20.8673
240	21.2191
241	21.4484
242	21.5102
243	21.603
244	21.4705
245	21.5149
246	21.5403
247	21.7289
248	22.0476
249	22.1184
250	22.4237
251	22.6698
252	22.966
253	23.4354
254	23.9947
255	24.4362
256	25.1911
257	25.8354
258	26.3938
259	26.9663
260	27.1975
261	27.3287
262	27.3428
263	27.397
264	27.3605
265	27.5533
266	27.7766
267	28.2047
268	28.5747
269	28.9304
270	29.3877
271	29.8603
272	30.3419
273	31.0463
274	31.8624
275	32.6481
276	33.6334
277	34.421
278	34.9714
279	35.4501
280	35.5634
281	35.5485
282	35.5795
283	35.5259
284	35.8141
285	36.2416
286	36.5602
287	37.0465
288	37.5558
289	38.2646
290	38.881
291	39.4608
292	40.5242
293	41.6024
294	42.8019
295	43.945
296	45.2101
297	46.0753
298	46.4455
299	46.7786
300	46.834
301	46.8168
302	47.0404
303	47.4424
304	47.8289
305	48.4418
306	49.1438
307	49.6929
308	50.1535
309	51.1552
310	52.0995
311	53.0607
312	54.4193
313	55.9318
314	57.6582
315	59.115
316	60.3132
317	61.0758
318	61.3709
319	61.3366
320	61.5463
321	61.5528
322	61.8619
323	62.2684
324	62.8923
325	63.4816
326	64.2113
327	64.8139
328	65.6706
329	66.539
330	67.8196
331	69.1421
332	70.6672
333	72.7648
334	74.6888
335	76.4748
336	77.5223
337	78.3542
338	78.979
339	79.2659
340	79.9199
341	80.5793
342	81.414
343	82.5678
344	83.4651
345	84.4696
346	85.6599
347	86.8546
348	88.238
349	89.5901
350	91.3207
351	93.3136
352	95.3378
353	97.0955
354	98.1085
355	98.9266
356	99.0487
357	99.1272
358	98.8683
359	98.8553
360	98.9103
361	99.4262
362	99.9759
363	100.63
364	101.462
365	102.792
366	104.512
367	106.797
368	109.713
369	113.377
370	117.806
371	122.068
372	126.088
373	128.688
374	130.545
375	131.189
376	131.233
377	130.938
378	131.174
379	131.747
380	132.227
381	132.511
382	132.311
383	131.986
384	132.205
385	132.633
386	133.493
387	134.468
388	134.756
389	133.847
390	131.561
391	130.448
392	131.293
393	136.512
394	146.229
395	158.571
396	167.443
397	165.947
398	154.615
399	141.2
400	134.298
401	134.57
402	140.064
403	147.412
404	155.354
405	161.817
406	167.024
407	172.971
408	172.671
409	165.802
410	173.092
411	208.514
412	247.674
413	242.481
414	180.527
415	120.218
416	98.321
417	94.9503
418	104.781
419	141.537
420	137.488
421	101.169
422	91.4326
423	89.7923
424	91.2647
425	94.1784
426	97.7239
427	101.702
428	105.911
429	109.721
430	113.472
431	116.212
432	118.392
433	120.344
434	122.181
435	124.194
436	126.522
437	129.386
438	132.914
439	136.432
440	140.21
441	144.321
442	148.602
443	153.556
444	159.151
445	165.692
446	173.037
447	180.823
448	188.195
449	195.457
450	201.003
451	206.095
452	210.248
453	213.652
454	217.791
455	222.955
456	228.8
457	235.752
458	243.01
459	250.471
460	258.681
461	267.434
462	276.972
463	288.054
464	300.746
465	314.543
466	330.093
467	345.298
468	358.525
469	371.304
470	381.083
471	389.514
472	397.774
473	407.72
474	418.432
475	430.824
476	444.993
