#X 	 Y 	 Z
0	0	0.711591
1	0	0.756782
2	0	0.771858
3	0	0.75497
4	0	0.708186
5	0	0.637076
6	0	0.549617
7	0	0.454731
8	0	0.360807
9	0	0.274549
10	0	0.20035
11	0	0.140212
12	0	0.0941034
13	0	0.0605689
14	0	0.0373868
15	0	0.0221315
16	0	0.012564
17	0	0.0068402
18	0	0.00357135
19	0	0.00178821
20	0	0.000858674
21	0	0.000395421
22	0	0.000174628
23	0	7.39587e-05
24	0	1.84298e-05
25	0	1.88459e-05
26	0	7.18862e-06
27	0	2.62962e-06
28	0	9.2249e-07
29	0	3.10348e-07
30	0	1.00128e-07
31	0	3.09799e-08
32	0	9.19228e-09
33	0	2.61568e-09
34	0	7.13775e-10
35	0	1.86791e-10
36	0	4.68777e-11
37	0	1.12821e-11
38	0	2.60395e-12
39	0	5.76351e-13
40	0	1.22336e-13
41	0	2.49022e-14
42	0	4.86108e-15
43	0	9.09996e-16
44	0	1.63364e-16
45	0	2.81246e-17
46	0	4.64329e-18
47	0	7.35149e-19
48	0	1.11618e-19
49	0	1.62517e-20
50	0	0
0	1	0.756782
1	1	0.836389
2	1	0.886486
3	1	0.901074
4	1	0.878366
5	1	0.821137
6	1	0.736176
7	1	0.632956
8	1	0.521904
9	1	0.412699
10	1	0.312969
11	1	0.227611
12	1	0.158749
13	1	0.106183
14	1	0.0681116
15	1	0.0418999
16	1	0.0247189
17	1	0.0139852
18	1	0.00758806
19	1	0.00394836
20	1	0.00197027
21	1	0.000942884
22	1	0.000432726
23	1	0.000190453
24	1	4.89515e-05
25	1	5.14125e-05
26	1	2.03797e-05
27	1	7.74728e-06
28	1	2.82436e-06
29	1	9.8744e-07
30	1	3.31071e-07
31	1	1.06451e-07
32	1	3.28244e-08
33	1	9.7065e-09
34	1	2.75262e-09
35	1	7.48594e-10
36	1	1.95237e-10
37	1	4.8831e-11
38	1	1.17123e-11
39	1	2.69406e-12
40	1	5.94271e-13
41	1	1.25712e-13
42	1	2.55024e-14
43	1	4.96132e-15
44	1	9.25607e-16
45	1	1.65603e-16
46	1	2.84131e-17
47	1	4.67499e-18
48	1	7.37654e-19
49	1	1.11618e-19
50	1	0
0	2	0.771858
1	2	0.886486
2	2	0.976409
3	2	1.03138
4	2	1.04479
5	2	1.015
6	2	0.945647
7	2	0.844925
8	2	0.723989
9	2	0.594938
10	2	0.468853
11	2	0.354346
12	2	0.256828
13	2	0.178518
14	2	0.119
15	2	0.0760743
16	2	0.0466393
17	2	0.0274214
18	2	0.0154615
19	2	0.00836061
20	2	0.00433557
21	2	0.00215615
22	2	0.00102833
23	2	0.000470338
24	2	0.000124679
25	2	0.000134506
26	2	5.5408e-05
27	2	2.1889e-05
28	2	8.29274e-06
29	2	3.01295e-06
30	2	1.0498e-06
31	2	3.50782e-07
32	2	1.12406e-07
33	2	3.45429e-08
34	2	1.018e-08
35	2	2.87709e-09
36	2	7.79787e-10
37	2	2.02682e-10
38	2	5.05208e-11
39	2	1.20765e-11
40	2	2.76839e-12
41	2	6.08593e-13
42	2	1.28304e-13
43	2	2.59399e-14
44	2	5.0293e-15
45	2	9.35103e-16
46	2	1.66733e-16
47	2	2.851e-17
48	2	4.67499e-18
49	2	7.35149e-19
50	2	0
0	3	0.75497
1	3	0.901074
2	3	1.03138
3	3	1.13214
4	3	1.19181
5	3	1.20321
6	3	1.16494
7	3	1.08165
8	3	0.963161
9	3	0.8225
10	3	0.673594
11	3	0.529037
12	3	0.398473
13	3	0.287831
14	3	0.199388
15	3	0.132461
16	3	0.0843917
17	3	0.0515628
18	3	0.0302132
19	3	0.0169778
20	3	0.00914934
21	3	0.00472848
22	3	0.00234356
23	3	0.00111392
24	3	0.000304514
25	3	0.00033747
26	3	0.000144467
27	3	5.93092e-05
28	3	2.33505e-05
29	3	8.81642e-06
30	3	3.19233e-06
31	3	1.10852e-06
32	3	3.69147e-07
33	3	1.17889e-07
34	3	3.61049e-08
35	3	1.06042e-08
36	3	2.98679e-09
37	3	8.06771e-10
38	3	2.08984e-10
39	3	5.19147e-11
40	3	1.23675e-11
41	3	2.82547e-12
42	3	6.19033e-13
43	3	1.30062e-13
44	3	2.6206e-14
45	3	5.06363e-15
46	3	9.38289e-16
47	3	1.66733e-16
48	3	2.84131e-17
49	3	4.64329e-18
50	3	0
0	4	0.708186
1	4	0.878366
2	4	1.04479
3	4	1.19181
4	4	1.30381
5	4	1.36787
6	4	1.37626
7	4	1.32796
8	4	1.22883
9	4	1.0905
10	4	0.928079
11	4	0.757477
12	4	0.592898
13	4	0.445057
